query	name
KW1-S21_123_cg49_22	Nramp
KW1-S21_123_cg163_4	Nramp
A5-S04_85_cg284_3	Nramp
KW1-S08_174_cg236_5	Nramp
KW1-S15_187_cg27_11	Nramp
A5-S04_112_cg243_3	Nramp
KW1-S15_72_cg22_1	Nramp
KW1-S15_72_cg204_2	Nramp
KW1-S15_112_cg193_5	Nramp
KW1-S08_280_cg436_3	Nramp
A5-S03_18_cg443_9	Nramp
KW1-S08_89_cg550_3	Nramp
KW1-S11_156_cg328_2	Nramp
KW1-S08_133_cg204_16	Nramp
KW1-S08_227_cg406_4	Nramp
A5-S04_85_cg281_1	Nramp
A5-S03_47_cg36_5	Nramp
KW1-S11_65_cg3_1	Nramp
KW1-S15_97_cg432_17	Nramp
KW1-S15_14_cg481_3	Nramp
KW1-S08_128_cg115_2	Nramp
KW1-S08_222_cg112_7	Nramp
KW1-S08_134_cg12_8	Nramp
A5-S04_200_cg20_5	Nramp
KW1-S11_180_cg181_8	Nramp
A5-S03_93_cg310_10	Nramp
KW1-S08_24_cg541_2	Nramp
KW1-S21_104_cg324_3	Nramp
A5-S03_71_cg202_5	Nramp
KW1-S05_45_cg7_36	Nramp
KW1-S15_197_cg106_3	Nramp
KW1-S15_197_cg132_3	Nramp
KW1-S15_306_cg298_24	Nramp
KW1-S08_89_cg335_2	Nramp
KW1-S08_24_cg584_5	Nramp
KW1-S08_128_cg208_3	Nramp
KW1-S11_180_cg81_4	Nramp
A5-S03_93_cg315_3	Nramp
KW1-S21_85_cg62_6	Nramp
A5-S04_85_cg201_7	Nramp
KW1-S21_168_cg503_4	ACR3
A5-S04_77_cg255_2	ACR3
KW1-S11_190_cg243_2	ACR3
KW1-S05_141_cg8_2	ACR3
KW1-S21_144_cg46_6	ACR3
KW1-S11_15_cg380_3	ACR3
KW1-S15_117_cg136_5	ACR3
A5-S03_23_cg119_2	ACR3
A5-S03_6_cg402_5	VIT
KW1-S15_112_cg314_1	VIT
KW1-S15_112_cg358_1	VIT
KW1-S08_28_cg879_1	VIT
KW1-S15_197_cg328_7	VIT
KW1-S21_196_cg8_4	VIT
A5-S03_68_cg31_1	VIT
A5-S03_4_cg86_2	VIT
KW1-S05_59_cg111_7	VIT
KW1-S05_59_cg213_10	VIT
A5-S04_226_cg31_8	VIT
KW1-S11_179_cg306_18	VIT
KW1-S08_133_cg128_77	VIT
A5-S04_75_cg68_1	VIT
KW1-S11_109_cg100_2	VIT
KW1-S21_271_cg127_2	VIT
KW1-S05_148_cg28_8	VIT
KW1-S05_148_cg28_9	VIT
KW1-S15_266_cg88_3	VIT
A5-S04_22_cg82_5	VIT
KW1-S08_226_cg72_2	VIT
KW1-S08_121_cg184_4	VIT
KW1-S08_213_cg197_16	VIT
KW1-S15_97_cg29_7	VIT
KW1-S15_215_cg19_1	VIT
KW1-S08_123_cg57_10	VIT
KW1-S15_126_cg36_8	VIT
A5-S04_119_cg16_6	VIT
KW1-S11_89_cg348_4	VIT
KW1-S15_183_cg4_8	VIT
KW1-S21_160_cg210_4	VIT
KW1-S21_197_cg88_2	VIT
KW1-S21_197_cg214_4	VIT
KW1-S15_144_cg3_4	VIT
KW1-S08_233_cg6_5	VIT
KW1-S08_192_cg422_18	VIT
KW1-S11_103_cg205_3	VIT
A5-S03_30_cg45_5	VIT
KW1-S21_6_cg204_4	VIT
KW1-S15_96_cg165_11	VIT
KW1-S21_73_cg94_7	VIT
KW1-S05_112_cg13_4	VIT
KW1-S21_168_cg280_3	VIT
A5-S04_95_cg350_2	VIT
KW1-S11_109_cg27_4	ArsAB
KW1-S08_213_cg44_10	ArsAB
KW1-S15_187_cg325_2	ArsAB
KW1-S15_187_cg325_3	ArsAB
A5-S03_147_cg228_7	ArsAB
A5-S03_4_cg142_2	ArsAB
KW1-S05_148_cg46_4	ArsAB
KW1-S15_266_cg211_4	ArsAB
KW1-S15_2_cg53_2	ArsAB
KW1-S08_28_cg84_14	ArsAB
A5-S03_30_cg158_1	ArsAB
KW1-S05_59_cg60_14	ArsAB
A5-S04_22_cg156_3	ArsAB
KW1-S08_226_cg221_3	ArsAB
A5-S03_18_cg99_6	ArsAB
A5-S03_18_cg99_7	ArsAB
KW1-S15_162_cg197_13	ArsAB
A5-S03_147_cg276_8	ArsAB
KW1-S21_197_cg216_4	ArsAB
A5-S04_226_cg60_13	ArsAB
KW1-S11_42_cg192_23	ArsAB
KW1-S11_179_cg251_14	ArsAB
KW1-S05_112_cg257_2	ArsAB
A5-S04_75_cg225_13	ArsAB
A5-S04_112_cg127_3	FeoB
A5-S04_112_cg167_1	FeoB
KW1-S11_190_cg394_3	FeoB
KW1-S21_32_cg34_46	FeoB
KW1-S15_112_cg630_3	FeoB
KW1-S15_306_cg192_7	FeoB
KW1-S15_112_cg630_2	FeoB
KW1-S15_2_cg256_2	FeoB
KW1-S15_306_cg192_6	FeoB
KW1-S08_236_cg108_1	FeoB
KW1-S08_236_cg108_2	FeoB
KW1-S08_236_cg357_3	FeoB
A5-S04_187_cg62_13	FeoB
KW1-S15_187_cg340_3	FeoB
KW1-S05_43_cg260_5	FeoB
KW1-S15_72_cg463_2	FeoB
KW1-S21_231_cg45_1	FeoB
KW1-S21_231_cg307_3	FeoB
KW1-S15_279_cg88_4	FeoB
A5-S03_93_cg58_4	FeoB
KW1-S15_41_cg36_5	FeoB
A5-S03_18_cg130_5	FeoB
KW1-S08_133_cg158_17	FeoB
KW1-S21_231_cg307_2	FeoB
A5-S03_163_cg153_10	FeoB
KW1-S15_279_cg88_3	FeoB
KW1-S08_174_cg49_10	FeoB
KW1-S15_267_cg357_3	FeoB
A5-S03_47_cg136_5	FeoB
A5-S04_112_cg167_2	FeoB
KW1-S11_65_cg323_3	FeoB
KW1-S15_97_cg29_10	FeoB
A5-S04_18_cg258_1	FeoB
KW1-S15_14_cg570_6	FeoB
KW1-S08_200_cg328_5	FeoB
KW1-S15_132_cg605_9	FeoB
KW1-S08_128_cg105_5	FeoB
KW1-S08_222_cg42_2	FeoB
KW1-S08_222_cg228_3	FeoB
KW1-S21_189_cg779_3	FeoB
KW1-S15_137_cg235_6	FeoB
KW1-S11_89_cg243_1	FeoB
KW1-S08_134_cg215_4	FeoB
KW1-S21_27_cg141_3	FeoB
A5-S03_121_cg337_1	FeoB
KW1-S15_183_cg155_9	FeoB
A5-S04_200_cg141_1	FeoB
KW1-S08_251_cg190_1	FeoB
KW1-S21_231_cg567_8	FeoB
KW1-S08_46_cg236_1	FeoB
KW1-S15_112_cg550_5	FeoB
KW1-S21_160_cg252_4	FeoB
KW1-S15_31_cg274_5	FeoB
A5-S03_163_cg422_6	FeoB
KW1-S11_163_cg92_6	FeoB
A5-S04_114_cg196_3	FeoB
KW1-S05_126_cg318_4	FeoB
KW1-S15_149_cg874_1	FeoB
KW1-S08_198_cg282_30	FeoB
KW1-S15_306_cg138_5	FeoB
KW1-S15_306_cg229_2	FeoB
KW1-S08_89_cg18_1	FeoB
KW1-S08_89_cg403_6	FeoB
KW1-S08_24_cg650_5	FeoB
KW1-S11_156_cg11_2	FeoB
KW1-S08_133_cg158_18	FeoB
KW1-S08_133_cg158_20	FeoB
KW1-S15_293_cg173_3	FeoB
KW1-S08_227_cg608_1	FeoB
A5-S04_131_cg90_1	FeoB
KW1-S21_174_cg203_1	FeoB
KW1-S15_112_cg454_6	TZT
KW1-S15_8_cg368_2	TZT
KW1-S21_138_cg241_5	TZT
KW1-S11_176_cg308_3	TZT
KW1-S21_27_cg16_2	TZT
KW1-S15_98_cg335_3	TZT
KW1-S15_98_cg470_3	TZT
KW1-S11_99_cg288_2	TZT
A5-S04_33_cg104_2	TZT
A5-S04_33_cg161_1	TZT
KW1-S05_85_cg202_3	TZT
KW1-S05_85_cg370_3	TZT
KW1-S15_149_cg789_2	TZT
A5-S03_156_cg261_1	TZT
A5-S03_156_cg460_3	TZT
A5-S03_18_cg451_3	TZT
KW1-S21_115_cg244_3	TZT
KW1-S08_12_cg15_5	TZT
KW1-S08_12_cg146_12	TZT
KW1-S21_168_cg123_15	TZT
KW1-S08_17_cg24_7	TZT
KW1-S15_187_cg99_10	TZT
KW1-S21_141_cg174_2	TZT
A5-S03_68_cg379_3	TZT
KW1-S15_98_cg394_4	TZT
KW1-S05_124_cg398_2	TZT
KW1-S08_192_cg277_3	TZT
A5-S04_33_cg232_4	TZT
A5-S04_33_cg412_6	TZT
A5-S03_163_cg73_4	TZT
A5-S04_79_cg239_2	TZT
KW1-S05_85_cg64_2	TZT
KW1-S05_85_cg317_15	TZT
KW1-S15_197_cg386_11	TZT
A5-S03_156_cg376_1	TZT
A5-S03_156_cg530_5	TZT
KW1-S21_115_cg479_1	TZT
KW1-S08_24_cg311_2	TZT
KW1-S08_12_cg252_6	TZT
KW1-S21_168_cg13_12	TZT
KW1-S08_17_cg279_5	TZT
A5-S03_104_cg217_2	TZT
A5-S04_119_cg68_1	TZT
KW1-S21_260_cg307_2	TZT
A5-S03_33_cg214_3	TZT
A5-S04_220_cg38_5	TZT
KW1-S15_23_cg12_8	TZT
KW1-S21_238_cg25_4	TZT
KW1-S11_81_cg6_1	TZT
KW1-S15_234_cg112_11	TZT
KW1-S05_110_cg159_6	TZT
KW1-S11_125_cg115_25	TZT
KW1-S21_27_cg12_9	TZT
KW1-S08_46_cg210_4	TZT
KW1-S15_112_cg454_1	TZT
KW1-S15_75_cg124_5	TZT
KW1-S11_120_cg186_25	TZT
KW1-S11_146_cg201_29	TZT
KW1-S05_77_cg96_5	TZT
KW1-S21_28_cg18_12	TZT
KW1-S21_28_cg27_2	TZT
KW1-S15_149_cg601_9	TZT
KW1-S08_62_cg359_11	TZT
KW1-S05_82_cg64_6	TZT
KW1-S05_12_cg111_4	TZT
KW1-S05_53_cg252_15	TZT
A5-S04_105_cg142_1	TZT
KW1-S08_213_cg169_1	TZT
KW1-S11_42_cg19_1	TZT
KW1-S08_227_cg569_1	TZT
KW1-S15_215_cg109_2	PbrBC
KW1-S08_233_cg182_9	PbrBC
KW1-S15_96_cg207_5	PbrBC
KW1-S15_2_cg93_2	PbrBC
KW1-S11_109_cg33_12	PbrBC
KW1-S15_188_cg43_10	PbrBC
A5-S03_4_cg39_16	PbrBC
KW1-S21_271_cg104_3	PbrBC
KW1-S05_148_cg45_5	PbrBC
KW1-S08_268_cg138_12	PbrBC
KW1-S15_266_cg205_3	PbrBC
A5-S04_22_cg167_13	PbrBC
KW1-S08_226_cg110_3	PbrBC
KW1-S05_58_cg102_5	PbrBC
KW1-S15_135_cg149_4	PbrBC
KW1-S21_242_cg307_9	PbrBC
KW1-S05_45_cg1_7	PbrBC
KW1-S21_260_cg100_5	PbrBC
KW1-S15_187_cg6_15	PbrBC
KW1-S15_187_cg296_6	PbrBC
A5-S03_29_cg165_3	PbrBC
KW1-S15_8_cg299_2	PbrBC
A5-S04_220_cg80_4	PbrBC
KW1-S05_43_cg125_4	PbrBC
KW1-S21_141_cg31_2	PbrBC
KW1-S21_193_cg220_3	PbrBC
KW1-S11_124_cg306_4	PbrBC
KW1-S15_23_cg251_5	PbrBC
KW1-S11_145_cg100_20	PbrBC
KW1-S21_238_cg133_8	PbrBC
KW1-S21_138_cg197_8	PbrBC
KW1-S11_81_cg114_10	PbrBC
KW1-S15_114_cg88_33	PbrBC
KW1-S15_234_cg122_2	PbrBC
KW1-S11_176_cg55_2	PbrBC
KW1-S15_218_cg136_9	PbrBC
KW1-S15_72_cg253_6	PbrBC
KW1-S05_110_cg59_4	PbrBC
KW1-S11_125_cg23_11	PbrBC
KW1-S21_27_cg198_4	PbrBC
KW1-S08_186_cg46_2	PbrBC
KW1-S15_98_cg529_3	PbrBC
KW1-S21_231_cg137_6	PbrBC
KW1-S08_46_cg340_4	PbrBC
KW1-S15_75_cg192_3	PbrBC
KW1-S15_16_cg178_9	PbrBC
KW1-S08_155_cg200_2	PbrBC
KW1-S11_120_cg170_69	PbrBC
KW1-S08_192_cg288_7	PbrBC
KW1-S05_77_cg52_7	PbrBC
KW1-S11_99_cg94_2	PbrBC
A5-S04_33_cg325_2	PbrBC
A5-S04_33_cg421_6	PbrBC
A5-S03_163_cg191_10	PbrBC
KW1-S15_115_cg13_3	PbrBC
A5-S03_100_cg27_2	PbrBC
KW1-S21_28_cg84_3	PbrBC
A5-S03_30_cg329_4	PbrBC
A5-S04_79_cg152_2	PbrBC
A5-S04_114_cg178_7	PbrBC
KW1-S05_85_cg295_2	PbrBC
KW1-S08_280_cg193_2	PbrBC
KW1-S15_149_cg716_5	PbrBC
A5-S03_156_cg434_2	PbrBC
KW1-S08_198_cg301_5	PbrBC
A5-S03_18_cg11_5	PbrBC
A5-S03_18_cg180_6	PbrBC
KW1-S08_89_cg533_3	PbrBC
KW1-S21_115_cg164_3	PbrBC
KW1-S21_115_cg393_3	PbrBC
KW1-S11_87_cg211_15	PbrBC
KW1-S11_18_cg346_9	PbrBC
KW1-S08_62_cg215_4	PbrBC
KW1-S05_82_cg3_14	PbrBC
KW1-S05_12_cg95_9	PbrBC
KW1-S05_12_cg152_6	PbrBC
A5-S04_155_cg203_2	PbrBC
KW1-S08_24_cg735_4	PbrBC
KW1-S21_82_cg155_3	PbrBC
KW1-S08_12_cg246_7	PbrBC
KW1-S08_17_cg169_3	PbrBC
A5-S04_105_cg280_2	PbrBC
KW1-S08_89_cg74_2	CutC
KW1-S08_236_cg417_2	CopD
KW1-S15_215_cg94_18	CopD
KW1-S21_73_cg17_4	CopD
KW1-S21_197_cg25_21	CopD
KW1-S05_112_cg126_8	CopD
A5-S04_136_cg390_4	CopD
KW1-S21_27_cg457_4	AioA
KW1-S08_155_cg56_3	AioA
KW1-S15_279_cg105_1	AioA
KW1-S05_59_cg143_11	AioA
KW1-S08_30_cg130_2	AioA
KW1-S15_98_cg526_2	AioA
A5-S03_156_cg454_1	AioA
KW1-S21_115_cg331_8	AioA
KW1-S08_12_cg64_4	AioA
A5-S03_147_cg60_2	AioA
A5-S04_112_cg57_4	AioA
KW1-S15_23_cg114_3	AioA
KW1-S21_123_cg107_1	AioA
KW1-S08_30_cg223_1	AioA
KW1-S21_27_cg457_3	AioB
KW1-S08_174_cg97_1	ArsC
KW1-S05_43_cg532_6	ArsC
A5-S04_112_cg52_4	ArsC
KW1-S21_32_cg196_36	ArsC
KW1-S08_222_cg97_6	ArsC
KW1-S11_89_cg294_9	ArsC
A5-S03_4_cg156_4	ArsC
KW1-S21_271_cg118_4	ArsC
KW1-S05_148_cg188_3	ArsC
KW1-S15_183_cg228_10	ArsC
KW1-S08_251_cg61_3	ArsC
KW1-S21_160_cg190_3	ArsC
KW1-S15_266_cg12_11	ArsC
KW1-S15_41_cg145_6	ArsC
A5-S04_22_cg157_1	ArsC
KW1-S08_280_cg58_6	ArsC
KW1-S08_226_cg208_5	ArsC
KW1-S08_133_cg15_15	ArsC
KW1-S15_114_cg55_13	ArsC
A5-S03_6_cg372_4	ArsC
KW1-S15_197_cg118_4	ArsC
KW1-S21_196_cg81_11	ArsC
A5-S03_71_cg115_6	ArsC
KW1-S05_45_cg39_63	ArsC
KW1-S05_45_cg79_11	ArsC
KW1-S15_115_cg239_9	ArsC
KW1-S11_87_cg255_23	ArsC
KW1-S15_200_cg717_2	ArsC
A5-S04_18_cg364_4	ArsC
KW1-S11_180_cg11_4	ArsC
A5-S04_30_cg72_10	ArsC
KW1-S08_28_cg695_4	ArsC
KW1-S11_156_cg184_6	ArsC
KW1-S15_188_cg63_4	ArsC
KW1-S15_188_cg148_6	ArsC
KW1-S08_134_cg425_2	ArsC
KW1-S08_268_cg56_3	ArsC
KW1-S15_112_cg65_18	ArsC
KW1-S11_180_cg399_1	ArsC
A5-S04_125_cg98_3	ArsC
KW1-S15_2_cg179_8	ArsC
A5-S03_93_cg464_4	ArsC
KW1-S05_82_cg165_12	ArsC
KW1-S05_81_cg205_9	ArsC
KW1-S05_127_cg220_6	ArsC
KW1-S15_126_cg32_5	ArsC
A5-S03_6_cg315_1	ArsC
A5-S04_119_cg142_5	ArsC
A5-S03_104_cg549_5	ArsC
KW1-S21_231_cg214_14	ChrR
KW1-S11_146_cg16_2	ChrR
KW1-S15_96_cg260_7	ChrR
KW1-S15_72_cg522_4	ChrR
A5-S04_79_cg528_4	ChrR
A5-S04_77_cg84_14	ChrR
KW1-S05_141_cg256_5	ChrR
KW1-S15_132_cg434_2	ChrR
KW1-S08_229_cg368_1	ChrR
KW1-S21_144_cg44_6	ChrR
KW1-S08_251_cg432_6	ChrR
KW1-S15_115_cg38_9	ChrR
KW1-S11_15_cg219_4	ChrR
KW1-S15_117_cg140_15	ChrR
A5-S03_23_cg120_1	ChrR
KW1-S11_156_cg126_2	ChrR
KW1-S08_200_cg255_5	ChrR
KW1-S21_197_cg240_2	ChrR
KW1-S15_31_cg209_5	ChrR
KW1-S11_163_cg171_7	ChrR
A5-S04_131_cg136_5	ChrR
A5-S03_30_cg403_2	CotA
KW1-S11_65_cg233_5	CueO
KW1-S08_213_cg16_9	CueO
KW1-S15_132_cg501_4	CueO
KW1-S05_59_cg278_7	CueO
KW1-S15_149_cg326_2	CueO
A5-S04_226_cg79_1	CueO
KW1-S11_179_cg22_3	CueO
KW1-S11_179_cg119_1	CueO
KW1-S08_236_cg284_2	CueO
A5-S03_93_cg510_2	Cyc2
A5-S03_93_cg3_1	Cyc2
KW1-S11_190_cg155_6	Cyc2
KW1-S15_279_cg253_2	Cyc2
KW1-S15_114_cg191_11	Cyc2
KW1-S11_180_cg57_4	Cyc2
KW1-S15_197_cg412_10	Cyc2
A5-S03_68_cg494_3	CymA
KW1-S15_144_cg13_2	DmkA
KW1-S05_43_cg453_4	DmkA
KW1-S05_43_cg338_4	DmkA
KW1-S21_144_cg215_13	DmkA
KW1-S08_24_cg667_6	DmkA
KW1-S15_41_cg340_1	DmkA
KW1-S15_41_cg417_1	DmkA
KW1-S15_41_cg105_3	DmkA
A5-S03_30_cg323_5	DmkA
A5-S04_136_cg178_4	DmkA
A5-S03_147_cg194_3	DmkA
KW1-S21_52_cg95_5	DmkA
KW1-S08_222_cg214_2	DmkA
KW1-S08_242_cg437_4	DmkA
KW1-S08_229_cg272_15	DmkA
KW1-S21_168_cg128_1	DmkA
KW1-S05_59_cg250_1	DmkA
KW1-S21_189_cg678_2	DmkA
KW1-S15_187_cg457_14	DmkA
A5-S04_70_cg267_3	DmkA
KW1-S08_30_cg168_2	DmkA
KW1-S11_65_cg173_5	DmkA
KW1-S11_42_cg6_3	DmkA
A5-S04_112_cg137_3	DmkA
KW1-S21_123_cg199_3	DmkA
KW1-S08_280_cg388_1	DmkA
KW1-S08_280_cg68_3	DmkA
KW1-S15_117_cg225_2	DmkA
A5-S04_119_cg284_2	DmkA
KW1-S05_127_cg292_2	DmkA
KW1-S05_110_cg124_3	DmkA
KW1-S11_15_cg378_15	DmkA
KW1-S05_108_cg225_14	DmkA
KW1-S08_236_cg225_1	DmkA
A5-S03_104_cg65_3	DmkA
A5-S04_75_cg128_11	DmkA
KW1-S15_267_cg326_5	DmkA
KW1-S08_213_cg278_2	DmkA
KW1-S11_24_cg60_8	DmkA
KW1-S15_306_cg203_3	DmkA
A5-S03_23_cg344_2	DmkA
A5-S04_77_cg384_14	DmkA
A5-S03_18_cg223_3	DmkA
KW1-S05_141_cg404_5	DmkA
KW1-S21_73_cg175_1	DmkB
KW1-S21_73_cg27_1	DmkB
A5-S03_93_cg279_2	DmkB
A5-S03_93_cg542_5	DmkB
KW1-S08_208_cg25_7	DmkB
KW1-S15_144_cg50_4	DmkB
KW1-S15_144_cg33_1	DmkB
KW1-S15_144_cg7_25	DmkB
KW1-S21_32_cg171_20	DmkB
KW1-S21_32_cg208_12	DmkB
KW1-S05_43_cg313_5	DmkB
KW1-S05_43_cg90_9	DmkB
KW1-S08_133_cg125_47	DmkB
KW1-S08_133_cg16_48	DmkB
KW1-S15_115_cg233_6	DmkB
KW1-S15_115_cg172_12	DmkB
KW1-S08_192_cg291_4	DmkB
KW1-S08_192_cg251_5	DmkB
KW1-S21_144_cg145_4	DmkB
KW1-S21_144_cg163_3	DmkB
KW1-S15_135_cg322_3	DmkB
KW1-S15_135_cg362_2	DmkB
KW1-S08_24_cg279_2	DmkB
KW1-S08_24_cg705_1	DmkB
KW1-S15_41_cg285_3	DmkB
KW1-S15_41_cg279_3	DmkB
KW1-S21_196_cg366_8	DmkB
KW1-S21_196_cg48_11	DmkB
KW1-S08_46_cg239_1	DmkB
KW1-S08_46_cg210_3	DmkB
A5-S03_156_cg276_3	DmkB
A5-S03_156_cg490_4	DmkB
A5-S04_105_cg254_2	DmkB
A5-S04_105_cg142_5	DmkB
A5-S04_105_cg148_1	DmkB
KW1-S11_81_cg114_2	DmkB
KW1-S11_81_cg6_3	DmkB
KW1-S08_62_cg50_9	DmkB
KW1-S08_62_cg359_7	DmkB
KW1-S15_14_cg159_5	DmkB
KW1-S11_146_cg8_4	DmkB
KW1-S11_146_cg201_30	DmkB
KW1-S11_146_cg191_4	DmkB
KW1-S21_260_cg277_4	DmkB
KW1-S21_260_cg64_2	DmkB
KW1-S21_260_cg300_1	DmkB
KW1-S21_260_cg307_6	DmkB
KW1-S08_89_cg57_7	DmkB
KW1-S15_8_cg395_2	DmkB
KW1-S11_103_cg13_3	DmkB
A5-S03_30_cg321_18	DmkB
KW1-S15_149_cg189_1	DmkB
KW1-S15_149_cg601_10	DmkB
KW1-S05_85_cg297_1	DmkB
KW1-S05_85_cg380_5	DmkB
KW1-S08_268_cg143_7	DmkB
KW1-S08_268_cg140_4	DmkB
A5-S03_33_cg166_3	DmkB
A5-S03_33_cg214_6	DmkB
KW1-S15_234_cg117_3	DmkB
KW1-S15_234_cg112_7	DmkB
A5-S04_200_cg98_2	DmkB
A5-S04_200_cg65_3	DmkB
A5-S04_136_cg308_1	DmkB
A5-S04_136_cg384_6	DmkB
A5-S03_147_cg292_16	DmkB
KW1-S11_190_cg428_2	DmkB
KW1-S11_190_cg349_3	DmkB
KW1-S08_222_cg213_3	DmkB
KW1-S08_222_cg218_11	DmkB
KW1-S05_112_cg119_9	DmkB
KW1-S05_112_cg41_8	DmkB
KW1-S08_242_cg501_3	DmkB
KW1-S08_242_cg242_2	DmkB
KW1-S08_233_cg17_2	DmkB
A5-S04_18_cg185_1	DmkB
A5-S04_18_cg113_1	DmkB
A5-S04_18_cg445_6	DmkB
KW1-S21_160_cg330_7	DmkB
KW1-S21_160_cg155_4	DmkB
KW1-S21_160_cg136_1	DmkB
KW1-S08_229_cg245_3	DmkB
KW1-S08_229_cg327_17	DmkB
KW1-S21_168_cg572_2	DmkB
KW1-S21_168_cg551_1	DmkB
KW1-S21_168_cg8_3	DmkB
KW1-S21_168_cg446_6	DmkB
KW1-S21_168_cg359_4	DmkB
KW1-S05_59_cg200_7	DmkB
KW1-S21_28_cg65_4	DmkB
KW1-S21_28_cg29_4	DmkB
KW1-S15_2_cg141_2	DmkB
KW1-S08_121_cg158_7	DmkB
A5-S03_163_cg191_2	DmkB
A5-S03_163_cg273_5	DmkB
A5-S03_163_cg328_6	DmkB
KW1-S15_72_cg254_9	DmkB
KW1-S15_72_cg342_17	DmkB
KW1-S21_174_cg99_17	DmkB
KW1-S21_174_cg20_6	DmkB
KW1-S21_141_cg342_3	DmkB
KW1-S21_141_cg132_5	DmkB
KW1-S21_27_cg315_4	DmkB
KW1-S21_27_cg12_10	DmkB
KW1-S08_174_cg111_8	DmkB
KW1-S08_174_cg228_4	DmkB
KW1-S08_174_cg373_8	DmkB
KW1-S15_23_cg235_8	DmkB
KW1-S15_23_cg12_9	DmkB
